Crop,Question,Answer
cassava,what can I use for drying My cassava,Dry your produce on tarpaulins or cement flor away from dust and grit that would contaminate them
cassava,what can I use for drying My cassava a part from shine,Solar driers
maize,what can I use for harvesting maize,Manually Harvest or use machines
maize,what can I use for planting maize,Nitrogen fertiliser and farm implements like hoes
beans,what can I use for planting my beans,NPK and phosphate fertilizers
cassava,what can I use for planting my cassava,Hoe
cassava,what can I use for planting my cassava cuttings,Use a hand hoe
maize,what can I use for planting my maize,Fertilizer from chemicals
beans,what can I use for safe driving my beans,Beans can be dried on tapaulines on cemented floor to avoid losses in quality
beans,what can I use for safe drying my beans,A cool dry place
maize,what can I use for safe drying my maize,Dry your produce on tarpaulines or cement floor away from dust and grit that would contaminate them
beans,what can I use for safe drying of my beans,Beans can be dried on tapaulines on cemented floor to avoid losses in quality
beans,what can I use for seed dressing beans,Appropriate and recommended chemicals
beans,what can I use for spraying beans?,One can use a knapsack sprayer
cassava,what can I use for spraying cassava mosaic virus,"No need to spray, Clean seed"
maize,what can I use for spraying this caterpillars in the maize garden?,Use pesticides
cassava,what can I use for storing my cassava.,Store in good pico bags in a cool dry place
beans,what can I use for threshing my beans,Wooden pieces and threshing floor. Machines are available
maize,what can I use for transporting my maize from the garden during harvesting,Bicycle or wheel barrow etc
maize,what can I use for. transporting my maize from the garden during hervesting,Use of pico bags or sacks that are aerated
beans,what can I use storing my beans,Dry storage is required probably cemented away from moisture and pests.
beans,what can I use to control birds from digging out the planted seeds?,"By scaring the birds using the scare craws, also by physically chasing away the birds from the gardens of beans"
maize,what can I use to control caterpillars eating the middle part of the maize plant?,Spray with chemicals
cassava,what can I use to control diseases making cassava leaves yellow?,Plant uninfected plant material
maize,what can I use to control maize diseases?,"Crop-rotation, planting seeds from certified seed companies"
cassava,what can I use to control weeds in my cassava during rainy season,Herbicides
maize,what can I use to dry my maize?,Use a solar drier
cassava,what can I use to spray cassava with brown streak,Insecticides that kill anthropod pests such as whiteflies can be used in case of so many whiteflies in the garden which spread the disease
cassava,what can I use to spray cassava?,"Most chemicals are good for example Rocket, cypermethrin, dudu cyper, imidacloprid, etc"
maize,what can I use to spray maize to get good yields?,One can use amdox
maize,what can I use to stop monkeys from eating my maize?,Tie dogs around the garden
cassava,what can I use to store my Cassava,Pico bags
cassava,what can be wrong with the stem if it doesn't germinate after two weeks?,It is either rotting or it is destroyed by termites
cassava,what can bring cassva diseases,"Planting unclean plant material, whiteflies"
cassava,what can l use for drying my cassava,Use tarpaulines on raised racks in the sun
maize,what can make my maize seeds not to germinate well?,Poor viability
cassava,what can use to spray cassava with mosaic,nothing. No spraying can remove virus
general,what can we do to prevent weeds in our garden,Weed early
cassava,what cassava mosaic,"Cassava mosaic disease is caused by cassava mosaic virus which is mainly spread by whiteflies and use of diseased planting material. To avoid it, use clean planting material of resistant varieties"
cassava,what cassava whiteflies,Whitefly are white Hemipterans that typically feed on the undersides of plant leaves.
maize,what caterpillar is eating the middle part of maize?,Fall armyworm or stem borers
maize,what caterpillars are affecting maize in the garden?,They are fall army worms and stem borers
beans,what caterpillars eat the bean flowers?,They are cut worms
beans,what causes falling of been leaves,Viral diseases
maize,what causes premature yellowing and drying of maize leaves,Yellowing is mainly caused by viral diseases but lack of Nitrogen in the soil can also cause yellowing
maize,what causes premature. yellowing. and. drying of maize leaves,Viral diseases
